"","Ubar","B","m","total_var","lambda","r","v_com","v_obs","v_old","v","gamma"
"is_high_effort","0.00047","0.00000","50.00000","0.00047","0.00006","0.00006","82.00000","80.06570","13145979595.10309","80.06570","0.02414"
"is_low_effort","0.00033","0.00000","50.00000","0.00033","0.00019","0.00019","82.00000","80.05534"," 1351320440.85607","80.05534","0.02427"
