"","Ubar","B","m","total_var","lambda","r","v_com","v_obs","v_old","v","gamma"
"high vs none","0.00040","0.00000","50.00000","0.00040","4e-05","4e-05","95.00000","93.05767","33621523783.45076","93.05767","0.02086"
"low vs none","0.00045","0.00000","50.00000","0.00045","9e-05","9e-05","95.00000","93.05314"," 6491310406.35808","93.05314","0.02091"
"high vs low","0.00056","0.00000","50.00000","0.00056","8e-05","8e-05","95.00000","93.05367"," 7431640996.76363","93.05367","0.02090"
