"","Ubar","B","m","total_var","lambda","r","v_com","v_obs","v_old","v","gamma"
"is_high_effort","0.00040","0.00000","50.00000","0.00040","4e-05","4e-05","82.00000","80.06753","33621523783.45076","80.06753","0.02411"
"is_low_effort","0.00045","0.00000","50.00000","0.00045","9e-05","9e-05","82.00000","80.06363"," 6491310406.35808","80.06363","0.02416"
