"","Ubar","B","m","total_var","lambda","r","v_com","v_obs","v_old","v","gamma"
"High Effort Prompt vs. No Prompt","0.00128","0.00054","50.00000","0.00183","0.30209","0.43286","83.00000","56.57915","536.92611","51.18543","0.32785"
"Low Effort Prompt vs. No Prompt","0.00120","0.00035","50.00000","0.00156","0.22812","0.29555","83.00000","62.57575","941.56744","58.67618","0.25315"
"High Effort Prompt vs. Low Effort Prompt","0.00132","0.00043","50.00000","0.00175","0.24797","0.32974","83.00000","60.96654","796.86036","56.63359","0.27320"
