"","Ubar","B","m","total_var","lambda","r","v_com","v_obs","v_old","v","gamma"
"is_high_effort","0.00042","0.00022","50.00000","0.00064","0.34604","0.52914","82.00000","52.36300","409.20852","46.42268","0.37250"
"is_low_effort","0.00037","0.00012","50.00000","0.00050","0.24807","0.32990","82.00000","60.20778","796.27052","55.97536","0.27357"
