"","Ubar","B","m","total_var","lambda","r","v_com","v_obs","v_old","v","gamma"
"is_high_effort","0.00038","0.00019","50.00000","0.00058","0.34318","0.52248","82.00000","52.59236","416.06819","46.69052","0.36961"
"is_low_effort","0.00031","0.00013","50.00000","0.00045","0.30463","0.43808","82.00000","55.67873","528.02251","50.36759","0.33069"
