"n_male","pct_male","n_latino","pct_latino","n_not_latino","pct_not_latino","n_not_latino_and_black","pct_not_latino_and_black","n_not_latino_and_other","pct_not_latino_and_other","n_not_latino_and_white","pct_not_latino_and_white","n_has_partner","pct_has_partner"
33,33.3333333333333,30,30.3030303030303,69,0.696969696969697,30,30.3030303030303,8,8.08080808080808,31,31.3131313131313,44,45.360824742268
