"n_male","pct_male","n_latino","pct_latino","n_not_latino","pct_not_latino","n_not_latino_and_black","pct_not_latino_and_black","n_not_latino_and_other","pct_not_latino_and_other","n_not_latino_and_white","pct_not_latino_and_white","n_has_partner","pct_has_partner"
40,36.036036036036,30,27.027027027027,81,0.72972972972973,37,33.3333333333333,8,7.20720720720721,36,32.4324324324324,47,43.9252336448598
